,Shark_sp,Deadly_act,Genre
2199,undef. shark,undef. act,M
2200,undef. shark,surfing,M
2201,undef. shark,swimming,M
2202,bull shark,surfing,M
2203,white shark,surfing,M
2204,white shark,surfing,M
2205,undef. shark,surfing,M
2206,undef. shark,surfing,M
2207,undef. shark,fishing,M
2208,undef. shark,surfing,M
2209,undef. shark,surfing,M
2210,undef. shark,fishing,M
2211,undef. shark,swimming,F
2212,undef. shark,swimming,M
2213,undef. shark,surfing,M
2214,undef. shark,undef. act,F
2215,bull shark,undef. act,M
2216,undef. shark,swimming,M
2217,undef. shark,diving,M
2218,white shark,fishing,M
2219,white shark,swimming,F
2220,white shark,swimming,M
2221,undef. shark,undef. act,M
2222,undef. shark,surfing,M
2223,undef. shark,fishing,M
2224,undef. shark,surfing,M
2225,undef. shark,fishing,M
2226,white shark,surfing,M
2227,undef. shark,fishing,F
2228,undef. shark,swimming,M
2229,tiger shark,surfing,M
2230,undef. shark,surfing,M
2231,white shark,fishing,M
2232,undef. shark,swimming,M
2233,undef. shark,swimming,M
2234,tiger shark,surfing,F
2235,undef. shark,surfing,M
2236,tiger shark,surfing,M
2237,undef. shark,swimming,M
2238,tiger shark,diving,M
2239,undef. shark,surfing,M
2240,undef. shark,undef. act,M
2241,white shark,surfing,M
2242,bull shark,swimming,F
2243,white shark,surfing,F
2244,tiger shark,surfing,M
2245,undef. shark,swimming,M
2246,white shark,fishing,M
2247,white shark,surfing,M
2248,undef. shark,surfing,M
2249,undef. shark,swimming,M
2250,undef. shark,undef. act,M
2251,undef. shark,swimming,M
2253,undef. shark,surfing,M
2254,undef. shark,surfing,M
2255,white shark,undef. act,M
2256,bull shark,undef. act,F
2257,white shark,fishing,M
2258,white shark,diving,M
2259,undef. shark,fishing,M
2260,white shark,fishing,M
2261,white shark,surfing,M
2262,undef. shark,surfing,F
2263,undef. shark,swimming,M
2264,undef. shark,sailing,M
2265,undef. shark,swimming,M
2266,undef. shark,diving,F
2267,tiger shark,surfing,M
2268,white shark,diving,M
2269,white shark,diving,F
2270,undef. shark,swimming,M
2271,undef. shark,swimming,F
2272,undef. shark,undef. act,F
2273,undef. shark,swimming,F
2274,undef. shark,fishing,M
2275,undef. shark,surfing,M
2276,undef. shark,sailing,M
2277,white shark,undef. act,M
2278,tiger shark,surfing,M
2279,white shark,diving,M
2280,undef. shark,swimming,M
2281,undef. shark,undef. act,M
2282,undef. shark,undef. act,M
2284,undef. shark,sailing,M
2285,undef. shark,fishing,M
2287,white shark,surfing,M
2288,white shark,surfing,M
2289,undef. shark,undef. act,M
2290,undef. shark,fishing,M
2291,undef. shark,diving,M
2292,tiger shark,sailing,M
2293,tiger shark,undef. act,M
2296,undef. shark,surfing,M
2297,white shark,surfing,M
2299,undef. shark,diving,M
2300,undef. shark,surfing,M
2301,tiger shark,sailing,M
2302,white shark,diving,M
2303,tiger shark,surfing,M
2305,undef. shark,sailing,M
2306,white shark,surfing,M
2307,undef. shark,sailing,M
2308,white shark,surfing,M
2309,undef. shark,sailing,F
2310,undef. shark,swimming,M
2311,undef. shark,fishing,M
2313,white shark,surfing,M
2314,undef. shark,fishing,M
2315,white shark,surfing,M
2317,undef. shark,undef. act,M
2318,undef. shark,fishing,M
2319,undef. shark,sailing,F
2320,undef. shark,surfing,M
2321,undef. shark,surfing,M
2322,undef. shark,swimming,M
2323,bull shark,surfing,M
2324,undef. shark,swimming,F
2325,white shark,undef. act,F
2327,undef. shark,diving,M
2328,tiger shark,surfing,M
2329,undef. shark,diving,M
2330,white shark,diving,M
2331,undef. shark,surfing,M
2332,tiger shark,surfing,F
2334,white shark,diving,M
2335,undef. shark,fishing,M
2336,white shark,surfing,M
2337,tiger shark,sailing,M
2338,undef. shark,diving,M
2339,undef. shark,surfing,M
2340,undef. shark,fishing,M
2342,bull shark,swimming,M
2345,undef. shark,undef. act,M
2346,undef. shark,undef. act,M
2347,undef. shark,undef. act,M
2348,white shark,diving,M
2349,tiger shark,diving,F
2350,tiger shark,diving,F
2351,tiger shark,fishing,M
2352,undef. shark,fishing,M
2353,undef. shark,sailing,M
2354,undef. shark,surfing,M
2355,white shark,surfing,M
2356,tiger shark,fishing,M
2357,white shark,diving,M
2358,undef. shark,undef. act,M
2359,undef. shark,swimming,M
2360,undef. shark,swimming,F
2361,undef. shark,fishing,M
2362,white shark,surfing,F
2365,undef. shark,swimming,M
2366,tiger shark,surfing,M
2367,white shark,surfing,M
2368,undef. shark,sailing,M
2369,undef. shark,undef. act,M
2370,undef. shark,fishing,M
2371,undef. shark,surfing,M
2372,undef. shark,swimming,M
2373,tiger shark,swimming,F
2374,undef. shark,surfing,M
2375,white shark,diving,M
2376,undef. shark,fishing,M
2377,undef. shark,diving,M
2378,undef. shark,surfing,M
2379,undef. shark,surfing,M
2381,white shark,surfing,M
2382,white shark,fishing,M
2383,undef. shark,swimming,M
2384,undef. shark,surfing,M
2385,undef. shark,surfing,M
2386,undef. shark,undef. act,M
2387,undef. shark,swimming,M
2388,white shark,diving,F
2389,undef. shark,surfing,M
2390,undef. shark,surfing,M
2391,undef. shark,surfing,M
2392,undef. shark,swimming,M
2393,undef. shark,surfing,M
2394,undef. shark,surfing,M
2395,tiger shark,surfing,M
2396,undef. shark,surfing,M
2397,white shark,fishing,M
2398,white shark,diving,M
2399,white shark,surfing,M
2400,undef. shark,diving,M
2401,white shark,surfing,M
2402,undef. shark,surfing,M
2403,undef. shark,fishing,M
2404,undef. shark,swimming,F
2405,undef. shark,surfing,M
2406,white shark,diving,F
2407,undef. shark,fishing,M
2408,undef. shark,fishing,M
2409,undef. shark,diving,F
2410,undef. shark,diving,M
2411,white shark,undef. act,M
2412,white shark,undef. act,M
2413,tiger shark,surfing,M
2414,undef. shark,diving,M
2415,undef. shark,surfing,M
2416,undef. shark,surfing,M
2417,undef. shark,surfing,M
2418,undef. shark,swimming,M
2419,bull shark,surfing,M
2420,undef. shark,diving,M
2421,undef. shark,sailing,M
2422,white shark,surfing,M
2423,undef. shark,surfing,M
2424,undef. shark,fishing,M
2425,tiger shark,undef. act,M
2426,undef. shark,swimming,M
2427,white shark,surfing,M
2428,white shark,diving,M
2429,undef. shark,swimming,M
2430,undef. shark,swimming,M
2431,undef. shark,swimming,F
2432,white shark,surfing,M
2433,tiger shark,diving,M
2434,undef. shark,surfing,M
2435,tiger shark,diving,M
2436,white shark,surfing,M
2437,white shark,diving,M
2438,undef. shark,fishing,M
2439,white shark,undef. act,F
2440,white shark,diving,M
2441,undef. shark,surfing,M
2442,undef. shark,diving,M
2444,undef. shark,swimming,M
2445,white shark,surfing,M
2447,undef. shark,fishing,F
2448,white shark,fishing,M
2449,undef. shark,diving,M
2450,white shark,surfing,M
2451,undef. shark,surfing,M
2452,undef. shark,surfing,M
2453,undef. shark,surfing,F
2454,undef. shark,undef. act,M
2456,white shark,surfing,M
2457,white shark,surfing,M
2458,white shark,diving,M
2459,undef. shark,undef. act,M
2460,undef. shark,swimming,M
2461,white shark,surfing,M
2462,white shark,undef. act,M
2463,undef. shark,surfing,M
2464,undef. shark,surfing,M
2465,white shark,surfing,M
2466,tiger shark,surfing,M
2467,undef. shark,fishing,M
2468,undef. shark,surfing,M
2469,white shark,diving,M
2470,white shark,surfing,M
2471,white shark,surfing,F
2473,undef. shark,swimming,M
2474,undef. shark,swimming,M
2475,tiger shark,surfing,M
2476,undef. shark,diving,F
2477,undef. shark,fishing,M
2478,white shark,diving,M
2479,undef. shark,undef. act,M
2480,undef. shark,undef. act,M
2481,undef. shark,undef. act,M
2482,white shark,surfing,M
2483,undef. shark,surfing,M
2484,undef. shark,surfing,M
2485,undef. shark,surfing,M
2486,undef. shark,surfing,M
2487,undef. shark,surfing,M
2488,undef. shark,swimming,F
2489,undef. shark,surfing,M
2490,undef. shark,sailing,F
2491,bull shark,diving,M
2492,tiger shark,diving,M
2493,undef. shark,undef. act,M
2494,undef. shark,undef. act,M
2495,white shark,surfing,M
2496,undef. shark,diving,M
2499,undef. shark,swimming,F
2500,undef. shark,sailing,M
2501,undef. shark,diving,M
2502,undef. shark,fishing,M
2503,white shark,fishing,M
2505,undef. shark,undef. act,M
2506,undef. shark,swimming,M
2507,undef. shark,surfing,M
2508,undef. shark,diving,F
2509,undef. shark,surfing,M
2510,undef. shark,surfing,M
2511,undef. shark,undef. act,M
2512,white shark,surfing,M
2513,undef. shark,swimming,M
2514,undef. shark,undef. act,M
2515,undef. shark,surfing,M
2516,undef. shark,surfing,M
2517,undef. shark,undef. act,F
2518,undef. shark,sailing,F
2519,undef. shark,surfing,M
2520,undef. shark,surfing,M
2521,undef. shark,surfing,M
2523,undef. shark,surfing,M
2524,undef. shark,undef. act,F
2526,tiger shark,diving,M
2527,undef. shark,surfing,M
2528,undef. shark,fishing,M
2531,undef. shark,undef. act,M
2532,undef. shark,surfing,M
2533,undef. shark,undef. act,M
2535,tiger shark,undef. act,F
2536,undef. shark,surfing,M
2537,undef. shark,undef. act,M
2538,undef. shark,surfing,M
2539,undef. shark,sailing,M
2540,white shark,fishing,M
2541,undef. shark,undef. act,M
2542,white shark,diving,M
2543,white shark,surfing,M
2544,undef. shark,swimming,M
2545,white shark,surfing,M
2546,undef. shark,surfing,M
2547,undef. shark,surfing,F
2548,undef. shark,swimming,F
2549,undef. shark,undef. act,M
2550,undef. shark,diving,M
2551,undef. shark,fishing,M
2553,undef. shark,undef. act,M
2554,undef. shark,surfing,M
2555,undef. shark,fishing,M
2556,undef. shark,fishing,M
2557,undef. shark,swimming,F
2558,undef. shark,swimming,M
2559,undef. shark,swimming,M
2561,white shark,undef. act,M
2562,undef. shark,surfing,M
2563,undef. shark,undef. act,F
2564,white shark,fishing,M
2565,undef. shark,swimming,M
2566,undef. shark,undef. act,M
2567,white shark,undef. act,M
2569,white shark,sailing,M
2571,undef. shark,undef. act,M
2572,white shark,diving,M
2574,tiger shark,fishing,M
2575,undef. shark,surfing,M
2576,undef. shark,surfing,M
2577,undef. shark,surfing,M
2579,undef. shark,swimming,F
2580,undef. shark,undef. act,M
2581,undef. shark,undef. act,M
2582,bull shark,surfing,M
2584,undef. shark,surfing,F
2585,undef. shark,surfing,M
2586,undef. shark,surfing,M
2587,white shark,fishing,M
2588,undef. shark,diving,F
2589,undef. shark,undef. act,M
2590,white shark,fishing,M
2591,undef. shark,undef. act,M
2592,undef. shark,fishing,M
2593,undef. shark,diving,M
2594,undef. shark,diving,M
2595,undef. shark,fishing,M
2596,undef. shark,diving,M
2597,white shark,surfing,M
2598,undef. shark,sailing,M
2599,undef. shark,surfing,M
2600,white shark,surfing,M
2601,undef. shark,surfing,M
2606,undef. shark,surfing,M
2607,undef. shark,surfing,M
2609,undef. shark,fishing,M
2610,white shark,undef. act,M
2611,undef. shark,fishing,M
2612,white shark,sailing,M
2613,undef. shark,diving,M
2614,tiger shark,sailing,M
2615,undef. shark,sailing,M
2616,undef. shark,fishing,M
2617,white shark,diving,M
2618,undef. shark,swimming,M
2619,undef. shark,diving,M
2620,undef. shark,swimming,M
2621,undef. shark,swimming,M
2622,undef. shark,swimming,M
2623,undef. shark,diving,M
2625,undef. shark,surfing,M
2626,white shark,fishing,M
2627,tiger shark,surfing,F
2628,white shark,diving,M
2629,undef. shark,surfing,M
2630,undef. shark,fishing,M
2631,undef. shark,surfing,M
2632,white shark,diving,F
2633,white shark,diving,M
2634,undef. shark,surfing,M
2636,undef. shark,undef. act,M
2637,white shark,surfing,M
2638,undef. shark,undef. act,F
2639,white shark,fishing,M
2640,tiger shark,fishing,M
2641,undef. shark,fishing,M
2642,undef. shark,undef. act,M
2643,bull shark,fishing,M
2644,white shark,undef. act,M
2645,tiger shark,sailing,M
2646,undef. shark,surfing,M
2647,undef. shark,fishing,M
2648,undef. shark,swimming,M
2649,undef. shark,surfing,F
2650,undef. shark,swimming,F
2652,white shark,surfing,M
2653,white shark,diving,M
2654,undef. shark,surfing,M
2655,undef. shark,swimming,M
2657,undef. shark,swimming,M
2658,undef. shark,swimming,M
2659,white shark,diving,M
2660,white shark,fishing,M
2661,tiger shark,undef. act,F
2662,undef. shark,undef. act,M
2663,undef. shark,swimming,F
2664,undef. shark,swimming,F
2665,undef. shark,fishing,M
2666,undef. shark,undef. act,M
2668,white shark,surfing,M
2670,undef. shark,swimming,M
2671,undef. shark,fishing,M
2672,undef. shark,undef. act,M
2673,undef. shark,surfing,M
2674,undef. shark,surfing,M
2675,undef. shark,undef. act,M
2677,undef. shark,diving,M
2678,undef. shark,undef. act,M
2681,undef. shark,undef. act,F
2682,undef. shark,undef. act,M
2683,undef. shark,surfing,M
2684,undef. shark,fishing,M
2685,undef. shark,surfing,M
2686,white shark,diving,M
2687,undef. shark,swimming,M
2689,bull shark,undef. act,M
2690,undef. shark,undef. act,M
2691,tiger shark,surfing,M
2692,undef. shark,swimming,F
2693,undef. shark,surfing,M
2694,undef. shark,swimming,M
2695,undef. shark,sailing,M
2696,white shark,surfing,M
2697,white shark,fishing,M
2698,undef. shark,swimming,F
2700,bull shark,diving,F
2701,undef. shark,fishing,M
2702,tiger shark,swimming,F
2703,tiger shark,swimming,M
2704,tiger shark,undef. act,M
2705,undef. shark,surfing,M
2707,undef. shark,fishing,M
2708,undef. shark,sailing,M
2709,undef. shark,swimming,M
2710,undef. shark,fishing,M
2711,undef. shark,surfing,M
2713,white shark,diving,M
2715,undef. shark,surfing,M
2716,undef. shark,surfing,M
2717,undef. shark,surfing,M
2718,undef. shark,surfing,M
2720,undef. shark,surfing,M
2721,undef. shark,undef. act,M
2722,undef. shark,fishing,M
2723,undef. shark,surfing,M
2724,undef. shark,surfing,M
2725,undef. shark,undef. act,M
2726,undef. shark,undef. act,M
2727,undef. shark,fishing,M
2728,undef. shark,undef. act,M
2729,undef. shark,surfing,M
2730,white shark,fishing,M
2731,undef. shark,swimming,M
2732,undef. shark,undef. act,M
2733,undef. shark,fishing,M
2734,undef. shark,undef. act,M
2735,undef. shark,surfing,M
2736,undef. shark,surfing,M
2737,white shark,surfing,M
2738,undef. shark,surfing,M
2739,white shark,diving,M
2740,white shark,diving,M
2741,tiger shark,undef. act,M
2742,undef. shark,undef. act,M
2743,undef. shark,surfing,M
2744,undef. shark,swimming,F
2745,undef. shark,surfing,M
2746,undef. shark,sailing,M
2747,white shark,undef. act,M
2748,white shark,sailing,M
2749,undef. shark,swimming,M
2750,undef. shark,swimming,M
2751,undef. shark,swimming,F
2752,undef. shark,undef. act,M
2753,white shark,surfing,M
2754,undef. shark,swimming,M
2755,undef. shark,fishing,M
2756,undef. shark,undef. act,F
2758,tiger shark,undef. act,F
2759,undef. shark,surfing,M
2760,undef. shark,surfing,M
2761,undef. shark,fishing,M
2762,white shark,fishing,M
2763,undef. shark,surfing,M
2764,undef. shark,fishing,M
2765,undef. shark,swimming,F
2766,undef. shark,swimming,F
2767,undef. shark,swimming,F
2768,white shark,diving,M
2769,undef. shark,diving,M
2771,white shark,undef. act,M
2772,white shark,fishing,M
2773,undef. shark,fishing,M
2774,white shark,surfing,M
2775,undef. shark,undef. act,M
2776,tiger shark,fishing,M
2777,undef. shark,fishing,M
2778,white shark,undef. act,M
2779,undef. shark,diving,M
2780,undef. shark,swimming,M
2781,undef. shark,surfing,M
2782,undef. shark,surfing,M
2783,undef. shark,surfing,M
2784,undef. shark,surfing,M
2785,undef. shark,surfing,M
2786,tiger shark,swimming,M
2787,undef. shark,surfing,M
2788,undef. shark,surfing,M
2789,undef. shark,surfing,M
2790,undef. shark,fishing,M
2791,undef. shark,fishing,M
2793,undef. shark,undef. act,F
2795,undef. shark,swimming,F
2796,undef. shark,surfing,M
2797,undef. shark,fishing,M
2798,undef. shark,undef. act,M
2799,undef. shark,fishing,M
2800,undef. shark,undef. act,M
2801,undef. shark,diving,M
2802,white shark,diving,F
2804,undef. shark,diving,M
2805,undef. shark,diving,M
2807,undef. shark,undef. act,M
2808,undef. shark,undef. act,M
2809,tiger shark,surfing,M
2810,undef. shark,sailing,M
2811,undef. shark,surfing,M
2812,white shark,diving,M
2813,white shark,diving,M
2816,undef. shark,undef. act,F
2818,undef. shark,fishing,M
2819,tiger shark,fishing,M
2820,tiger shark,swimming,M
2821,tiger shark,surfing,M
2822,undef. shark,diving,M
2823,undef. shark,undef. act,M
2824,undef. shark,undef. act,M
2825,white shark,fishing,M
2826,undef. shark,swimming,M
2827,undef. shark,swimming,M
2828,undef. shark,swimming,M
2829,white shark,surfing,M
2830,white shark,surfing,M
2831,undef. shark,diving,M
2832,undef. shark,swimming,F
2833,tiger shark,undef. act,M
2834,undef. shark,diving,M
2835,undef. shark,surfing,M
2836,undef. shark,sailing,F
2837,undef. shark,surfing,M
2838,undef. shark,surfing,M
2839,undef. shark,diving,F
2840,undef. shark,surfing,M
2841,undef. shark,fishing,M
2842,undef. shark,sailing,M
2843,tiger shark,surfing,F
2844,tiger shark,diving,M
2845,undef. shark,swimming,M
2846,undef. shark,sailing,F
2848,white shark,sailing,M
2849,undef. shark,fishing,M
2850,bull shark,fishing,M
2853,white shark,diving,M
2854,undef. shark,undef. act,M
2855,white shark,surfing,M
2856,undef. shark,fishing,M
2857,undef. shark,fishing,M
2858,undef. shark,swimming,M
2859,white shark,fishing,M
2860,undef. shark,diving,M
2861,white shark,surfing,M
2862,white shark,fishing,M
2864,undef. shark,diving,M
2865,undef. shark,swimming,M
2866,undef. shark,undef. act,M
2867,undef. shark,surfing,M
2868,undef. shark,undef. act,M
2869,undef. shark,sailing,M
2870,undef. shark,diving,M
2871,white shark,fishing,M
2872,undef. shark,diving,M
2873,undef. shark,fishing,F
2874,undef. shark,undef. act,M
2875,undef. shark,swimming,M
2876,undef. shark,surfing,M
2877,undef. shark,surfing,M
2878,white shark,diving,M
2879,undef. shark,undef. act,F
2880,undef. shark,fishing,M
2881,undef. shark,surfing,M
2882,undef. shark,fishing,M
2883,undef. shark,undef. act,M
2884,white shark,fishing,M
2885,undef. shark,surfing,M
2886,undef. shark,surfing,M
2887,tiger shark,fishing,M
2888,white shark,fishing,M
2889,white shark,diving,M
2890,undef. shark,diving,M
2891,undef. shark,swimming,M
2892,undef. shark,sailing,M
2893,undef. shark,undef. act,M
2894,undef. shark,fishing,M
2895,undef. shark,surfing,M
2896,undef. shark,surfing,M
2897,white shark,undef. act,M
2898,undef. shark,diving,M
2899,undef. shark,diving,M
2900,undef. shark,diving,M
2901,undef. shark,undef. act,F
2902,undef. shark,fishing,M
2903,white shark,diving,M
2905,tiger shark,undef. act,M
2906,undef. shark,surfing,F
2907,undef. shark,swimming,F
2908,undef. shark,swimming,M
2909,undef. shark,surfing,M
2910,tiger shark,surfing,M
2911,white shark,fishing,M
2912,undef. shark,sailing,M
2913,white shark,fishing,M
2914,white shark,surfing,M
2915,undef. shark,sailing,M
2916,white shark,fishing,M
2917,white shark,diving,M
2918,undef. shark,swimming,M
2919,undef. shark,fishing,M
2920,bull shark,fishing,M
2921,bull shark,fishing,M
2923,undef. shark,undef. act,M
2924,undef. shark,undef. act,M
2925,undef. shark,swimming,M
2926,undef. shark,swimming,M
2927,undef. shark,undef. act,M
2928,undef. shark,undef. act,M
2929,undef. shark,undef. act,M
2930,undef. shark,undef. act,M
2931,undef. shark,undef. act,M
2932,undef. shark,undef. act,M
2933,undef. shark,swimming,M
2934,undef. shark,undef. act,M
2935,white shark,diving,M
2936,white shark,undef. act,M
2937,undef. shark,undef. act,M
2938,undef. shark,surfing,M
2939,undef. shark,swimming,M
2940,white shark,fishing,F
2941,white shark,undef. act,M
2942,white shark,surfing,M
2943,white shark,surfing,M
2944,undef. shark,undef. act,M
2945,undef. shark,diving,M
2946,undef. shark,undef. act,M
2947,undef. shark,swimming,M
2948,undef. shark,swimming,M
2949,tiger shark,surfing,M
2950,undef. shark,surfing,M
2951,white shark,surfing,M
2952,undef. shark,fishing,M
2953,undef. shark,surfing,M
2954,undef. shark,diving,M
2955,undef. shark,fishing,M
2956,undef. shark,diving,M
2957,undef. shark,swimming,M
2958,undef. shark,fishing,M
2959,undef. shark,surfing,F
2961,undef. shark,undef. act,M
2962,undef. shark,sailing,M
2963,undef. shark,fishing,M
2964,white shark,undef. act,M
2965,white shark,undef. act,M
2966,white shark,undef. act,M
2967,undef. shark,fishing,M
2968,undef. shark,undef. act,F
2969,white shark,fishing,M
2970,undef. shark,fishing,M
2972,undef. shark,diving,M
2973,undef. shark,swimming,M
2974,white shark,diving,M
2976,undef. shark,sailing,M
2977,undef. shark,sailing,M
2978,undef. shark,undef. act,M
2979,undef. shark,surfing,M
2980,undef. shark,fishing,M
2981,undef. shark,surfing,M
2982,undef. shark,surfing,M
2983,undef. shark,undef. act,M
2984,white shark,surfing,M
2985,undef. shark,sailing,M
2986,white shark,diving,M
2987,undef. shark,swimming,M
2988,undef. shark,undef. act,F
2989,white shark,diving,M
2990,undef. shark,diving,M
2991,undef. shark,surfing,M
2992,white shark,diving,M
2993,white shark,diving,M
2994,undef. shark,swimming,F
2996,undef. shark,surfing,M
2997,undef. shark,swimming,M
2998,undef. shark,sailing,F
2999,undef. shark,swimming,M
3000,undef. shark,surfing,M
3001,undef. shark,undef. act,M
3002,undef. shark,surfing,M
3003,undef. shark,swimming,F
3004,undef. shark,diving,M
3005,undef. shark,undef. act,M
3006,white shark,fishing,M
3007,white shark,swimming,M
3008,undef. shark,undef. act,F
3009,undef. shark,sailing,M
3011,undef. shark,swimming,M
3012,undef. shark,undef. act,M
3013,undef. shark,surfing,M
3015,white shark,swimming,M
3016,undef. shark,undef. act,M
3017,undef. shark,undef. act,M
3019,undef. shark,surfing,M
3020,undef. shark,fishing,M
3021,undef. shark,undef. act,M
3022,undef. shark,undef. act,M
3023,undef. shark,sailing,M
3024,white shark,surfing,M
3025,white shark,diving,M
3027,white shark,diving,M
3028,white shark,diving,M
3029,undef. shark,fishing,M
3030,white shark,surfing,M
3031,undef. shark,swimming,M
3032,undef. shark,swimming,M
3033,undef. shark,swimming,M
3034,undef. shark,swimming,M
3035,white shark,undef. act,M
3036,white shark,surfing,M
3037,white shark,diving,M
3038,undef. shark,swimming,M
3039,undef. shark,sailing,M
3040,undef. shark,swimming,F
3041,white shark,diving,M
3042,undef. shark,fishing,M
3044,undef. shark,sailing,M
3045,undef. shark,swimming,F
3046,undef. shark,surfing,M
3047,undef. shark,surfing,M
3048,white shark,fishing,M
3049,undef. shark,swimming,M
3050,undef. shark,swimming,M
3051,white shark,fishing,M
3052,white shark,fishing,M
3054,white shark,diving,M
3055,undef. shark,swimming,M
3056,undef. shark,swimming,M
3057,undef. shark,swimming,M
3059,undef. shark,undef. act,M
3060,undef. shark,fishing,M
3061,undef. shark,swimming,M
3062,undef. shark,swimming,M
3063,undef. shark,swimming,M
3064,undef. shark,swimming,M
3065,undef. shark,undef. act,M
3066,undef. shark,surfing,M
3067,undef. shark,undef. act,M
3068,undef. shark,undef. act,M
3069,bull shark,diving,M
3070,undef. shark,swimming,M
3071,white shark,diving,M
3072,tiger shark,undef. act,M
3073,undef. shark,undef. act,M
3074,undef. shark,surfing,M
3076,undef. shark,swimming,M
3077,undef. shark,swimming,M
3078,undef. shark,undef. act,M
3079,undef. shark,fishing,M
3081,undef. shark,swimming,M
3082,undef. shark,fishing,M
3083,undef. shark,surfing,M
3084,tiger shark,diving,M
3086,undef. shark,surfing,M
3087,undef. shark,sailing,M
3088,undef. shark,swimming,M
3089,undef. shark,surfing,M
3090,white shark,swimming,M
3091,undef. shark,undef. act,M
3092,undef. shark,undef. act,M
3093,undef. shark,fishing,M
3094,undef. shark,fishing,M
3097,undef. shark,surfing,M
3098,undef. shark,swimming,M
3099,white shark,surfing,M
3100,undef. shark,swimming,F
3101,undef. shark,surfing,M
3102,undef. shark,fishing,M
3103,white shark,diving,M
3104,undef. shark,diving,M
3105,undef. shark,undef. act,M
3106,undef. shark,undef. act,M
3107,undef. shark,surfing,M
3108,white shark,diving,M
3110,tiger shark,swimming,M
3111,undef. shark,undef. act,F
3112,undef. shark,swimming,M
3113,undef. shark,fishing,M
3114,undef. shark,fishing,M
3115,undef. shark,surfing,M
3116,undef. shark,undef. act,M
3117,undef. shark,swimming,M
3118,bull shark,surfing,F
3119,white shark,sailing,M
3120,white shark,swimming,M
3122,undef. shark,undef. act,M
3123,white shark,swimming,F
3124,undef. shark,undef. act,M
3125,undef. shark,swimming,M
3126,undef. shark,undef. act,M
3127,undef. shark,surfing,M
3128,undef. shark,swimming,M
3129,white shark,diving,M
3130,undef. shark,surfing,M
3131,white shark,swimming,M
3132,undef. shark,fishing,M
3134,undef. shark,swimming,M
3135,white shark,diving,M
3136,white shark,surfing,M
3137,undef. shark,diving,M
3138,undef. shark,swimming,M
3139,white shark,swimming,M
3140,undef. shark,surfing,M
3141,undef. shark,undef. act,M
3142,undef. shark,undef. act,M
3143,undef. shark,undef. act,M
3144,white shark,surfing,M
3145,undef. shark,swimming,M
3146,white shark,surfing,M
3147,undef. shark,undef. act,M
3148,undef. shark,undef. act,M
3149,undef. shark,fishing,M
3150,undef. shark,fishing,M
3151,undef. shark,fishing,M
3152,undef. shark,undef. act,M
3153,undef. shark,undef. act,M
3154,undef. shark,surfing,M
3155,undef. shark,surfing,M
3156,undef. shark,diving,M
3157,undef. shark,fishing,M
3158,undef. shark,sailing,M
3159,undef. shark,undef. act,M
3160,undef. shark,swimming,M
3161,undef. shark,diving,M
3162,undef. shark,sailing,M
3164,undef. shark,fishing,M
3166,undef. shark,swimming,M
3167,undef. shark,swimming,M
3168,undef. shark,undef. act,M
3169,undef. shark,swimming,M
3170,undef. shark,diving,M
3171,undef. shark,swimming,M
3172,undef. shark,surfing,M
3173,undef. shark,swimming,M
3174,undef. shark,swimming,F
3175,undef. shark,swimming,M
3176,bull shark,swimming,M
3177,bull shark,swimming,M
3178,bull shark,swimming,M
3179,undef. shark,undef. act,M
3180,undef. shark,swimming,M
3181,undef. shark,undef. act,M
3182,undef. shark,diving,M
3183,undef. shark,fishing,M
3184,undef. shark,fishing,M
3185,white shark,fishing,M
3186,white shark,fishing,M
3187,undef. shark,undef. act,F
3188,undef. shark,undef. act,F
3189,undef. shark,swimming,M
3190,undef. shark,fishing,M
3191,undef. shark,swimming,M
3192,undef. shark,diving,M
3193,undef. shark,undef. act,M
3195,white shark,diving,M
3196,undef. shark,sailing,M
3197,undef. shark,fishing,M
3198,undef. shark,surfing,M
3199,undef. shark,surfing,M
3200,undef. shark,undef. act,M
3201,undef. shark,undef. act,M
3203,white shark,diving,M
3204,undef. shark,swimming,M
3205,undef. shark,diving,M
3206,undef. shark,swimming,M
3207,undef. shark,fishing,M
3209,undef. shark,surfing,M
3210,undef. shark,undef. act,F
3211,undef. shark,fishing,M
3212,undef. shark,fishing,M
3214,white shark,surfing,M
3215,undef. shark,fishing,M
3216,undef. shark,diving,M
3217,undef. shark,diving,M
3218,undef. shark,undef. act,M
3219,undef. shark,undef. act,M
3220,undef. shark,diving,M
3222,white shark,surfing,M
3223,white shark,undef. act,M
3225,undef. shark,undef. act,M
3226,undef. shark,fishing,M
3227,undef. shark,undef. act,M
3228,undef. shark,undef. act,M
3229,bull shark,fishing,M
3230,undef. shark,sailing,F
3231,undef. shark,surfing,M
3232,white shark,fishing,M
3234,undef. shark,sailing,M
3235,undef. shark,swimming,M
3236,undef. shark,undef. act,M
3237,undef. shark,fishing,M
3238,white shark,diving,M
3239,undef. shark,swimming,M
3240,undef. shark,fishing,M
3241,undef. shark,swimming,M
3242,undef. shark,undef. act,M
3244,undef. shark,undef. act,M
3245,undef. shark,undef. act,M
3246,undef. shark,undef. act,M
3247,undef. shark,sailing,M
3248,undef. shark,swimming,M
3249,undef. shark,undef. act,M
3251,undef. shark,swimming,M
3252,undef. shark,undef. act,M
3253,undef. shark,swimming,M
3254,undef. shark,surfing,M
3255,undef. shark,sailing,M
