,Shark_sp,Deadly_act,Genre
3256,bull shark,surfing,M
3257,undef. shark,swimming,F
3258,undef. shark,undef. act,F
3260,undef. shark,undef. act,M
3261,undef. shark,diving,M
3262,undef. shark,swimming,M
3263,undef. shark,swimming,M
3265,undef. shark,surfing,F
3266,undef. shark,surfing,M
3268,undef. shark,undef. act,M
3269,undef. shark,swimming,M
3270,undef. shark,undef. act,M
3273,undef. shark,diving,M
3274,undef. shark,sailing,M
3275,undef. shark,undef. act,F
3276,undef. shark,swimming,M
3278,undef. shark,swimming,M
3279,undef. shark,undef. act,M
3280,undef. shark,diving,M
3281,undef. shark,diving,M
3282,undef. shark,fishing,F
3283,undef. shark,fishing,M
3284,undef. shark,fishing,M
3285,undef. shark,undef. act,M
3286,undef. shark,undef. act,M
3287,undef. shark,fishing,M
3288,white shark,fishing,M
3289,undef. shark,sailing,F
3290,undef. shark,undef. act,M
3291,undef. shark,diving,M
3293,undef. shark,undef. act,M
3294,undef. shark,fishing,M
3295,undef. shark,diving,M
3296,undef. shark,fishing,M
3297,undef. shark,surfing,M
3299,white shark,fishing,M
3302,undef. shark,fishing,M
3303,undef. shark,diving,M
3304,white shark,fishing,M
3306,undef. shark,undef. act,M
3307,white shark,swimming,M
3308,undef. shark,undef. act,M
3309,undef. shark,swimming,M
3310,white shark,fishing,F
3312,undef. shark,swimming,M
3313,undef. shark,swimming,M
3314,undef. shark,fishing,M
3317,undef. shark,swimming,M
3318,undef. shark,fishing,M
3319,undef. shark,undef. act,F
3320,undef. shark,swimming,F
3321,undef. shark,swimming,F
3322,undef. shark,swimming,F
3324,undef. shark,fishing,M
3325,undef. shark,fishing,M
3326,undef. shark,fishing,M
3329,undef. shark,diving,M
3330,undef. shark,undef. act,M
3331,undef. shark,fishing,M
3332,undef. shark,diving,F
3333,undef. shark,swimming,F
3334,undef. shark,diving,F
3335,white shark,swimming,M
3336,undef. shark,diving,M
3337,undef. shark,undef. act,M
3338,undef. shark,fishing,M
3340,undef. shark,diving,M
3341,undef. shark,undef. act,M
3342,undef. shark,fishing,M
3343,undef. shark,swimming,M
3344,undef. shark,swimming,F
3345,undef. shark,diving,M
3346,undef. shark,undef. act,M
3347,undef. shark,undef. act,M
3349,undef. shark,swimming,M
3350,undef. shark,fishing,M
3351,undef. shark,sailing,M
3352,undef. shark,fishing,M
3353,white shark,undef. act,M
3354,undef. shark,fishing,M
3355,undef. shark,undef. act,M
3356,undef. shark,swimming,M
3357,undef. shark,undef. act,M
3358,white shark,fishing,M
3359,undef. shark,undef. act,M
3360,white shark,sailing,M
3362,undef. shark,undef. act,F
3363,white shark,diving,M
3364,undef. shark,fishing,M
3365,undef. shark,undef. act,M
3366,bull shark,sailing,M
3367,undef. shark,undef. act,M
3368,undef. shark,surfing,M
3369,undef. shark,surfing,F
3371,undef. shark,sailing,F
3372,undef. shark,fishing,M
3374,undef. shark,fishing,M
3375,undef. shark,fishing,M
3376,undef. shark,undef. act,M
3377,undef. shark,undef. act,M
3379,undef. shark,undef. act,M
3380,undef. shark,undef. act,M
3381,undef. shark,surfing,F
3382,undef. shark,fishing,M
3383,undef. shark,swimming,M
3384,undef. shark,undef. act,M
3385,undef. shark,fishing,M
3386,undef. shark,undef. act,M
3387,undef. shark,undef. act,M
3388,undef. shark,swimming,M
3389,undef. shark,swimming,M
3390,undef. shark,swimming,M
3391,undef. shark,undef. act,F
3392,undef. shark,swimming,M
3393,undef. shark,diving,M
3394,undef. shark,swimming,M
3395,undef. shark,fishing,M
3396,undef. shark,sailing,M
3397,undef. shark,swimming,M
3398,undef. shark,swimming,M
3399,undef. shark,sailing,M
3400,undef. shark,diving,M
3401,undef. shark,swimming,M
3402,bull shark,undef. act,M
3403,undef. shark,surfing,M
3404,white shark,fishing,M
3405,tiger shark,sailing,M
3406,undef. shark,surfing,M
3407,undef. shark,undef. act,M
3409,undef. shark,sailing,M
3410,undef. shark,diving,M
3411,undef. shark,undef. act,M
3412,white shark,surfing,M
3413,undef. shark,surfing,M
3414,undef. shark,swimming,M
3415,undef. shark,diving,M
3416,undef. shark,undef. act,M
3417,undef. shark,surfing,M
3419,undef. shark,sailing,M
3420,undef. shark,fishing,M
3421,undef. shark,undef. act,M
3422,undef. shark,undef. act,M
3424,undef. shark,undef. act,M
3425,undef. shark,fishing,M
3426,undef. shark,swimming,M
3427,undef. shark,fishing,M
3428,white shark,diving,M
3429,undef. shark,swimming,M
3430,white shark,diving,M
3432,undef. shark,fishing,M
3433,undef. shark,undef. act,M
3435,undef. shark,fishing,M
3436,undef. shark,swimming,M
3437,undef. shark,swimming,M
3438,undef. shark,swimming,M
3439,undef. shark,sailing,M
3440,undef. shark,fishing,M
3441,undef. shark,swimming,M
3443,undef. shark,swimming,M
3444,undef. shark,diving,M
3446,bull shark,undef. act,M
3447,undef. shark,undef. act,M
3448,undef. shark,fishing,M
3449,white shark,undef. act,M
3450,undef. shark,sailing,M
3451,undef. shark,surfing,M
3452,undef. shark,undef. act,M
3453,undef. shark,swimming,F
3454,undef. shark,fishing,M
3455,undef. shark,fishing,M
3456,undef. shark,fishing,M
3457,undef. shark,swimming,M
3458,undef. shark,sailing,M
3459,tiger shark,fishing,M
3460,undef. shark,diving,M
3461,undef. shark,fishing,M
3462,undef. shark,surfing,M
3463,undef. shark,undef. act,M
3464,undef. shark,diving,M
3465,undef. shark,diving,M
3466,tiger shark,fishing,M
3467,undef. shark,diving,M
3468,undef. shark,fishing,M
3469,undef. shark,undef. act,M
3470,white shark,fishing,M
3471,white shark,sailing,M
3472,undef. shark,undef. act,M
3473,white shark,swimming,M
3474,undef. shark,swimming,M
3475,undef. shark,surfing,M
3477,undef. shark,swimming,M
3478,undef. shark,fishing,M
3479,undef. shark,surfing,M
3480,undef. shark,sailing,M
3481,white shark,undef. act,M
3482,undef. shark,diving,M
3483,white shark,fishing,M
3484,tiger shark,fishing,M
3485,undef. shark,swimming,F
3486,undef. shark,undef. act,M
3487,undef. shark,diving,M
3488,white shark,diving,M
3489,bull shark,sailing,F
3490,undef. shark,swimming,M
3491,undef. shark,surfing,M
3492,undef. shark,swimming,M
3493,undef. shark,undef. act,F
3494,undef. shark,undef. act,M
3495,undef. shark,fishing,M
3496,white shark,fishing,M
3497,bull shark,swimming,M
3498,white shark,fishing,M
3499,tiger shark,fishing,M
3500,undef. shark,sailing,M
3501,tiger shark,fishing,F
3502,tiger shark,fishing,F
3503,undef. shark,undef. act,M
3504,undef. shark,fishing,M
3505,white shark,undef. act,M
3506,undef. shark,undef. act,M
3507,undef. shark,swimming,M
3508,undef. shark,fishing,M
3509,undef. shark,fishing,M
3510,undef. shark,fishing,M
3511,white shark,fishing,M
3512,undef. shark,fishing,M
3513,undef. shark,undef. act,M
3514,undef. shark,surfing,M
3516,undef. shark,swimming,M
3517,tiger shark,fishing,M
3518,undef. shark,swimming,M
3519,undef. shark,fishing,M
3520,undef. shark,fishing,M
3521,undef. shark,undef. act,M
3522,white shark,swimming,F
3523,undef. shark,fishing,M
3524,undef. shark,swimming,M
3525,undef. shark,undef. act,M
3527,undef. shark,swimming,M
3528,undef. shark,swimming,M
3529,undef. shark,surfing,M
3530,undef. shark,surfing,M
3531,undef. shark,undef. act,M
3532,undef. shark,undef. act,M
3533,undef. shark,swimming,M
3535,white shark,fishing,M
3536,undef. shark,undef. act,M
3537,undef. shark,undef. act,M
3538,undef. shark,diving,M
3539,bull shark,swimming,F
3540,undef. shark,swimming,M
3541,undef. shark,fishing,M
3543,undef. shark,fishing,M
3544,undef. shark,diving,M
3545,bull shark,fishing,M
3546,white shark,fishing,M
3547,bull shark,undef. act,M
3548,undef. shark,undef. act,M
3549,undef. shark,fishing,M
3550,undef. shark,diving,M
3551,white shark,fishing,M
3552,undef. shark,fishing,F
3553,undef. shark,fishing,M
3554,undef. shark,undef. act,M
3555,white shark,fishing,M
3556,undef. shark,fishing,M
3557,undef. shark,undef. act,M
3558,undef. shark,fishing,M
3559,undef. shark,swimming,M
3560,undef. shark,undef. act,M
3562,undef. shark,fishing,F
3563,undef. shark,surfing,M
3565,undef. shark,swimming,M
3566,undef. shark,undef. act,M
3567,white shark,fishing,M
3568,undef. shark,fishing,M
3569,undef. shark,undef. act,M
3570,undef. shark,fishing,M
3571,undef. shark,diving,M
3572,undef. shark,undef. act,F
3573,undef. shark,fishing,M
3574,undef. shark,fishing,M
3575,undef. shark,sailing,M
3576,undef. shark,fishing,M
3577,white shark,diving,M
3578,undef. shark,fishing,M
3579,undef. shark,sailing,M
3580,undef. shark,undef. act,M
3581,undef. shark,fishing,M
3582,undef. shark,surfing,M
3583,undef. shark,undef. act,M
3584,undef. shark,undef. act,M
3585,undef. shark,undef. act,M
3586,undef. shark,undef. act,M
3587,undef. shark,undef. act,M
3588,undef. shark,undef. act,M
3589,undef. shark,undef. act,M
3590,undef. shark,undef. act,M
3592,undef. shark,sailing,M
3593,undef. shark,fishing,M
3594,undef. shark,diving,M
3595,undef. shark,diving,M
3596,undef. shark,undef. act,M
3597,undef. shark,undef. act,M
3598,undef. shark,fishing,M
3600,undef. shark,swimming,M
3601,bull shark,swimming,M
3602,undef. shark,fishing,M
3603,undef. shark,undef. act,M
3606,undef. shark,swimming,M
3607,undef. shark,swimming,M
3608,undef. shark,fishing,M
3609,undef. shark,swimming,M
3610,white shark,sailing,M
3611,undef. shark,swimming,M
3612,undef. shark,fishing,M
3613,undef. shark,swimming,M
3614,undef. shark,swimming,M
3615,undef. shark,undef. act,M
3617,bull shark,fishing,M
3618,undef. shark,fishing,M
3619,undef. shark,fishing,M
3620,white shark,fishing,M
3622,undef. shark,surfing,M
3624,white shark,fishing,M
3625,undef. shark,fishing,F
3626,white shark,fishing,M
3627,undef. shark,swimming,M
3628,undef. shark,surfing,M
3629,undef. shark,surfing,F
3630,undef. shark,fishing,M
3631,undef. shark,fishing,M
3632,undef. shark,fishing,M
3633,undef. shark,undef. act,F
3634,undef. shark,undef. act,M
3635,undef. shark,diving,M
3636,undef. shark,sailing,F
3637,undef. shark,sailing,M
3638,bull shark,sailing,M
3640,undef. shark,fishing,M
3641,undef. shark,swimming,M
3642,undef. shark,surfing,M
3643,undef. shark,swimming,M
3644,undef. shark,undef. act,M
3645,undef. shark,undef. act,M
3646,undef. shark,swimming,M
3647,undef. shark,surfing,M
3648,undef. shark,undef. act,M
3649,undef. shark,undef. act,M
3650,white shark,swimming,M
3651,undef. shark,fishing,M
3652,undef. shark,undef. act,M
3653,undef. shark,diving,M
3654,undef. shark,fishing,M
3655,undef. shark,undef. act,M
3656,white shark,swimming,M
3657,white shark,swimming,M
3659,undef. shark,fishing,M
3660,undef. shark,fishing,M
3661,undef. shark,fishing,M
3662,undef. shark,swimming,M
3663,white shark,fishing,M
3664,white shark,fishing,M
3665,undef. shark,fishing,M
3666,undef. shark,diving,M
3667,undef. shark,sailing,M
3669,undef. shark,fishing,M
3670,undef. shark,fishing,M
3671,white shark,diving,M
3672,undef. shark,fishing,M
3674,undef. shark,fishing,M
3675,undef. shark,swimming,M
3676,undef. shark,fishing,M
3677,bull shark,swimming,M
3678,undef. shark,diving,M
3679,tiger shark,fishing,M
3680,undef. shark,fishing,M
3681,undef. shark,undef. act,M
3682,bull shark,swimming,M
3683,undef. shark,undef. act,M
3685,undef. shark,fishing,M
3687,undef. shark,swimming,M
3688,undef. shark,fishing,F
3689,white shark,fishing,M
3691,bull shark,fishing,M
3692,undef. shark,sailing,M
3693,undef. shark,undef. act,M
3694,undef. shark,sailing,F
3695,undef. shark,undef. act,M
3696,undef. shark,fishing,M
3697,undef. shark,swimming,M
3699,undef. shark,undef. act,M
3700,undef. shark,fishing,M
3701,white shark,swimming,M
3702,undef. shark,fishing,M
3703,white shark,sailing,M
3704,undef. shark,undef. act,M
3706,bull shark,swimming,M
3707,undef. shark,sailing,M
3709,undef. shark,undef. act,M
3710,undef. shark,fishing,M
3711,undef. shark,undef. act,M
3712,undef. shark,fishing,M
3713,undef. shark,diving,M
3714,undef. shark,undef. act,M
3715,undef. shark,fishing,M
3716,undef. shark,undef. act,F
3717,white shark,swimming,M
3719,bull shark,fishing,M
3720,undef. shark,swimming,M
3721,undef. shark,undef. act,F
3722,undef. shark,undef. act,M
3723,undef. shark,fishing,M
3724,white shark,undef. act,M
3726,undef. shark,fishing,M
3727,undef. shark,undef. act,M
3728,white shark,fishing,M
3729,undef. shark,fishing,M
3730,undef. shark,fishing,M
3731,undef. shark,undef. act,M
3732,undef. shark,diving,M
3733,white shark,fishing,M
3734,undef. shark,diving,M
3735,undef. shark,fishing,M
3736,undef. shark,undef. act,M
3737,undef. shark,undef. act,M
3740,undef. shark,swimming,M
3741,undef. shark,undef. act,M
3743,undef. shark,diving,M
3744,undef. shark,diving,M
3745,undef. shark,undef. act,M
3746,undef. shark,sailing,M
3747,undef. shark,undef. act,M
3748,undef. shark,undef. act,M
3749,undef. shark,undef. act,M
3750,undef. shark,fishing,M
3751,undef. shark,swimming,M
3752,undef. shark,fishing,M
3753,undef. shark,undef. act,M
3754,undef. shark,fishing,M
3755,undef. shark,fishing,M
3756,undef. shark,fishing,M
3757,white shark,fishing,M
3758,undef. shark,fishing,M
3760,undef. shark,undef. act,M
3761,undef. shark,diving,M
3762,undef. shark,swimming,M
3763,undef. shark,fishing,M
3764,undef. shark,diving,M
3765,white shark,swimming,F
3766,undef. shark,undef. act,M
3767,undef. shark,undef. act,M
3768,white shark,sailing,M
3769,white shark,diving,M
3772,undef. shark,sailing,M
3773,white shark,surfing,M
3775,undef. shark,fishing,M
3777,white shark,fishing,M
3778,undef. shark,fishing,F
3779,undef. shark,fishing,M
3780,white shark,fishing,F
3781,undef. shark,sailing,M
3782,undef. shark,fishing,M
3783,undef. shark,swimming,M
3785,undef. shark,fishing,M
3786,undef. shark,fishing,M
3787,tiger shark,fishing,M
3788,tiger shark,fishing,F
3790,undef. shark,undef. act,M
3791,undef. shark,undef. act,M
3792,undef. shark,undef. act,F
3793,undef. shark,undef. act,M
3794,bull shark,diving,M
3795,undef. shark,fishing,M
3796,undef. shark,undef. act,M
3797,undef. shark,sailing,F
3798,undef. shark,swimming,M
3799,undef. shark,fishing,M
3800,undef. shark,undef. act,M
3803,undef. shark,fishing,M
3804,undef. shark,fishing,M
3805,undef. shark,fishing,M
3806,undef. shark,swimming,F
3807,undef. shark,swimming,F
3808,tiger shark,surfing,M
3809,undef. shark,fishing,M
3810,undef. shark,swimming,M
3811,undef. shark,undef. act,M
3812,undef. shark,undef. act,M
3813,undef. shark,fishing,M
3814,undef. shark,fishing,M
3816,undef. shark,undef. act,F
3817,undef. shark,surfing,M
3818,undef. shark,sailing,M
3819,undef. shark,undef. act,M
3820,undef. shark,undef. act,M
3821,undef. shark,fishing,M
3822,undef. shark,fishing,M
3823,undef. shark,swimming,M
3824,undef. shark,fishing,M
3825,undef. shark,fishing,M
3826,undef. shark,swimming,M
3827,undef. shark,undef. act,M
3828,white shark,diving,M
3829,undef. shark,undef. act,M
3830,tiger shark,fishing,M
3831,undef. shark,swimming,M
3832,undef. shark,undef. act,F
3834,white shark,undef. act,M
3835,white shark,undef. act,M
3836,undef. shark,undef. act,M
3837,undef. shark,undef. act,M
3838,undef. shark,undef. act,F
3839,white shark,fishing,M
3841,undef. shark,undef. act,M
3842,undef. shark,undef. act,M
3843,undef. shark,diving,M
3844,undef. shark,fishing,M
3845,undef. shark,fishing,M
3846,undef. shark,fishing,M
3848,undef. shark,fishing,M
3849,undef. shark,swimming,M
3850,undef. shark,sailing,F
3851,undef. shark,swimming,M
3852,undef. shark,diving,M
3853,white shark,undef. act,M
3855,undef. shark,undef. act,M
3858,undef. shark,undef. act,M
3859,undef. shark,undef. act,M
3862,undef. shark,swimming,M
3863,undef. shark,undef. act,M
3864,undef. shark,swimming,M
3865,white shark,diving,M
3866,undef. shark,swimming,M
3867,white shark,fishing,M
3868,undef. shark,undef. act,F
3869,white shark,sailing,M
3870,tiger shark,fishing,M
3871,undef. shark,undef. act,M
3872,undef. shark,fishing,M
3873,tiger shark,diving,M
3874,undef. shark,fishing,M
3875,undef. shark,fishing,M
3876,undef. shark,fishing,M
3877,undef. shark,swimming,M
3878,undef. shark,undef. act,M
3879,tiger shark,undef. act,M
3881,undef. shark,swimming,M
3882,undef. shark,fishing,M
3883,undef. shark,swimming,M
3884,undef. shark,sailing,M
3886,undef. shark,undef. act,M
3887,undef. shark,swimming,M
3888,undef. shark,undef. act,M
3889,undef. shark,surfing,M
3890,white shark,swimming,M
3891,undef. shark,undef. act,M
3892,undef. shark,swimming,M
3893,undef. shark,fishing,M
3894,white shark,swimming,M
3895,undef. shark,undef. act,M
3896,tiger shark,surfing,M
3897,undef. shark,fishing,M
3898,undef. shark,fishing,M
3899,undef. shark,undef. act,M
3900,undef. shark,fishing,M
3901,white shark,fishing,M
3902,undef. shark,undef. act,M
3903,undef. shark,swimming,M
3904,tiger shark,surfing,M
3905,tiger shark,undef. act,M
3906,undef. shark,swimming,M
3907,undef. shark,fishing,M
3908,undef. shark,fishing,M
3909,white shark,fishing,M
3910,undef. shark,swimming,M
3911,undef. shark,undef. act,M
3912,undef. shark,undef. act,M
3913,undef. shark,fishing,M
3914,undef. shark,undef. act,M
3915,undef. shark,fishing,M
3916,undef. shark,fishing,M
3918,undef. shark,swimming,F
3919,undef. shark,swimming,F
3920,tiger shark,swimming,M
3921,tiger shark,swimming,M
3922,undef. shark,undef. act,M
3923,undef. shark,swimming,M
3924,undef. shark,undef. act,M
3925,undef. shark,undef. act,M
3927,undef. shark,swimming,M
3928,tiger shark,fishing,M
3929,undef. shark,undef. act,M
3931,tiger shark,sailing,M
3933,undef. shark,swimming,F
3934,undef. shark,fishing,M
3937,undef. shark,surfing,F
3938,undef. shark,swimming,M
3939,undef. shark,fishing,M
3940,undef. shark,fishing,M
3942,undef. shark,fishing,M
3943,undef. shark,surfing,M
3944,undef. shark,undef. act,M
3945,white shark,swimming,M
3946,undef. shark,fishing,M
3947,undef. shark,undef. act,M
3948,undef. shark,diving,M
3949,undef. shark,undef. act,M
3950,undef. shark,fishing,M
3951,undef. shark,fishing,M
3952,undef. shark,fishing,M
3953,white shark,fishing,M
3954,undef. shark,fishing,M
3955,undef. shark,fishing,M
3956,undef. shark,sailing,F
3957,undef. shark,diving,M
3958,undef. shark,sailing,M
3959,undef. shark,sailing,M
3960,undef. shark,surfing,M
3961,undef. shark,undef. act,F
3962,undef. shark,fishing,M
3963,undef. shark,undef. act,M
3964,undef. shark,undef. act,F
3965,undef. shark,undef. act,M
3966,bull shark,swimming,M
3967,white shark,fishing,M
3968,white shark,swimming,M
3969,undef. shark,diving,M
3970,undef. shark,undef. act,M
3971,undef. shark,undef. act,M
3972,undef. shark,fishing,M
3973,undef. shark,undef. act,M
3974,white shark,swimming,M
3975,undef. shark,surfing,M
3976,undef. shark,sailing,M
3977,undef. shark,swimming,M
3978,undef. shark,diving,M
3979,undef. shark,diving,M
3980,undef. shark,fishing,M
3981,undef. shark,sailing,M
3982,undef. shark,undef. act,M
3984,undef. shark,swimming,M
3985,undef. shark,fishing,M
3986,undef. shark,swimming,M
3987,undef. shark,undef. act,M
3988,undef. shark,fishing,M
3989,undef. shark,fishing,M
3990,bull shark,diving,M
3991,undef. shark,fishing,M
3992,bull shark,undef. act,M
3993,undef. shark,fishing,M
3994,bull shark,undef. act,M
3995,undef. shark,undef. act,M
3996,tiger shark,fishing,M
3997,undef. shark,fishing,M
3998,undef. shark,swimming,M
4000,white shark,diving,M
4001,undef. shark,fishing,M
4002,undef. shark,diving,M
4003,undef. shark,fishing,M
4004,undef. shark,fishing,M
4005,undef. shark,undef. act,M
4006,tiger shark,fishing,M
4007,white shark,diving,M
4008,undef. shark,fishing,M
4009,undef. shark,fishing,M
4010,undef. shark,diving,M
4011,undef. shark,diving,M
4012,white shark,swimming,M
4013,undef. shark,diving,M
4014,undef. shark,swimming,M
4015,undef. shark,swimming,M
4016,white shark,fishing,M
4017,undef. shark,fishing,M
4018,undef. shark,fishing,M
4019,undef. shark,sailing,M
4020,undef. shark,fishing,M
4021,white shark,swimming,M
4022,undef. shark,swimming,F
4023,undef. shark,swimming,M
4024,undef. shark,fishing,M
4025,undef. shark,undef. act,M
4026,undef. shark,undef. act,M
4027,white shark,fishing,M
4028,undef. shark,diving,M
4029,undef. shark,diving,M
4030,white shark,sailing,F
4031,undef. shark,swimming,M
4032,undef. shark,swimming,M
4033,undef. shark,swimming,M
4034,undef. shark,diving,M
4035,undef. shark,swimming,M
4036,undef. shark,diving,M
4037,undef. shark,swimming,M
4038,undef. shark,surfing,M
4039,undef. shark,diving,M
4040,undef. shark,undef. act,M
4041,white shark,swimming,F
4042,undef. shark,undef. act,M
4043,undef. shark,swimming,F
4044,undef. shark,undef. act,M
4045,undef. shark,undef. act,M
4046,undef. shark,undef. act,M
4047,undef. shark,undef. act,M
4048,undef. shark,fishing,M
4049,undef. shark,swimming,M
4050,undef. shark,fishing,M
4051,undef. shark,fishing,M
4052,undef. shark,undef. act,M
4053,undef. shark,undef. act,M
4054,undef. shark,undef. act,M
4055,undef. shark,swimming,M
4056,undef. shark,undef. act,M
4057,undef. shark,fishing,M
4058,undef. shark,surfing,M
4059,white shark,swimming,F
4060,undef. shark,swimming,M
4061,undef. shark,fishing,M
4062,undef. shark,sailing,M
4063,undef. shark,fishing,M
4064,undef. shark,undef. act,M
4065,undef. shark,swimming,M
4066,white shark,swimming,M
4067,undef. shark,swimming,F
4068,undef. shark,fishing,M
4069,undef. shark,fishing,M
4070,undef. shark,fishing,M
4071,undef. shark,fishing,M
4072,undef. shark,fishing,M
4073,undef. shark,surfing,M
4074,undef. shark,swimming,M
4075,undef. shark,undef. act,M
4076,undef. shark,diving,M
4077,white shark,fishing,M
4078,white shark,swimming,M
4079,undef. shark,fishing,M
4080,undef. shark,surfing,M
4081,undef. shark,surfing,M
4083,undef. shark,undef. act,M
4084,undef. shark,undef. act,M
4085,undef. shark,fishing,M
4086,undef. shark,sailing,M
4087,bull shark,swimming,M
4088,undef. shark,fishing,M
4089,undef. shark,undef. act,M
4090,undef. shark,swimming,M
4091,undef. shark,swimming,M
4092,undef. shark,swimming,M
4093,undef. shark,swimming,M
4095,undef. shark,undef. act,M
4096,undef. shark,fishing,M
4097,white shark,sailing,M
4098,white shark,undef. act,M
4099,undef. shark,swimming,M
4100,undef. shark,swimming,M
4101,undef. shark,fishing,M
4102,undef. shark,fishing,M
4105,undef. shark,fishing,M
4106,undef. shark,diving,M
4107,undef. shark,fishing,M
4108,undef. shark,swimming,M
4110,undef. shark,swimming,M
4111,undef. shark,swimming,M
4112,undef. shark,undef. act,M
4113,undef. shark,undef. act,M
4114,undef. shark,diving,M
4115,undef. shark,swimming,M
4116,undef. shark,fishing,M
4117,undef. shark,undef. act,M
4118,undef. shark,fishing,M
4119,undef. shark,fishing,M
4120,undef. shark,swimming,M
4121,undef. shark,swimming,M
4122,undef. shark,fishing,M
4123,white shark,sailing,M
4124,undef. shark,undef. act,M
4125,bull shark,undef. act,M
4127,undef. shark,diving,M
4128,undef. shark,fishing,M
4129,undef. shark,swimming,M
4130,bull shark,undef. act,F
4131,bull shark,undef. act,M
4132,undef. shark,swimming,F
4133,undef. shark,swimming,M
4134,undef. shark,swimming,M
4135,undef. shark,surfing,M
4136,undef. shark,undef. act,M
4137,undef. shark,undef. act,M
4138,undef. shark,diving,M
4139,undef. shark,undef. act,M
4140,undef. shark,fishing,M
4142,undef. shark,diving,M
4143,undef. shark,swimming,F
4144,undef. shark,fishing,M
4145,undef. shark,fishing,M
4146,undef. shark,sailing,F
4147,undef. shark,undef. act,M
4148,white shark,fishing,M
4149,undef. shark,undef. act,M
4150,undef. shark,undef. act,M
4151,undef. shark,undef. act,M
4152,undef. shark,undef. act,M
4153,undef. shark,swimming,F
4154,bull shark,undef. act,M
4155,bull shark,swimming,M
4156,undef. shark,fishing,M
4157,undef. shark,fishing,M
4158,undef. shark,undef. act,M
4159,tiger shark,undef. act,M
4160,undef. shark,undef. act,M
4161,undef. shark,fishing,M
4162,undef. shark,fishing,M
4163,undef. shark,fishing,M
4164,undef. shark,fishing,M
4165,undef. shark,fishing,M
4166,undef. shark,undef. act,M
4167,undef. shark,sailing,F
4168,undef. shark,undef. act,M
4169,undef. shark,fishing,M
4170,undef. shark,undef. act,F
4171,undef. shark,fishing,M
4172,undef. shark,swimming,M
4173,white shark,surfing,M
4174,undef. shark,swimming,M
4175,undef. shark,fishing,M
4176,bull shark,undef. act,M
4177,undef. shark,fishing,F
4179,undef. shark,fishing,M
4180,undef. shark,fishing,M
4181,undef. shark,undef. act,M
4182,undef. shark,fishing,M
4183,tiger shark,fishing,M
4184,white shark,swimming,M
4185,undef. shark,fishing,M
4186,undef. shark,fishing,M
4187,white shark,fishing,M
4188,undef. shark,fishing,M
4189,bull shark,undef. act,M
4190,undef. shark,fishing,M
4191,undef. shark,surfing,M
4192,undef. shark,diving,M
4193,undef. shark,fishing,M
4194,undef. shark,fishing,M
4195,undef. shark,fishing,M
4196,undef. shark,swimming,M
4197,undef. shark,swimming,M
4198,undef. shark,fishing,M
4199,undef. shark,sailing,M
4200,white shark,swimming,M
4201,undef. shark,fishing,M
4202,white shark,sailing,M
4203,undef. shark,undef. act,M
4204,undef. shark,swimming,M
4205,undef. shark,undef. act,M
4206,undef. shark,swimming,F
4207,undef. shark,fishing,M
4208,undef. shark,undef. act,M
4209,white shark,swimming,M
4210,white shark,swimming,F
4211,undef. shark,diving,M
4212,undef. shark,swimming,M
4213,undef. shark,undef. act,M
4214,undef. shark,undef. act,M
4215,undef. shark,fishing,M
4216,undef. shark,fishing,M
4217,undef. shark,diving,M
4218,undef. shark,undef. act,M
4219,undef. shark,undef. act,M
4220,undef. shark,fishing,M
4221,undef. shark,surfing,M
4222,undef. shark,surfing,M
4223,undef. shark,fishing,M
4224,undef. shark,swimming,M
4225,undef. shark,swimming,M
4226,undef. shark,undef. act,M
4227,undef. shark,undef. act,M
4229,undef. shark,swimming,M
4230,undef. shark,sailing,M
4231,undef. shark,diving,M
4232,white shark,surfing,M
4233,undef. shark,surfing,M
4234,white shark,surfing,M
4235,undef. shark,fishing,M
4236,undef. shark,fishing,M
4237,undef. shark,diving,M
4238,white shark,fishing,M
4239,undef. shark,swimming,M
4240,undef. shark,fishing,M
4241,undef. shark,undef. act,M
4243,undef. shark,undef. act,M
4244,undef. shark,diving,M
4245,undef. shark,swimming,M
4246,undef. shark,undef. act,M
4247,undef. shark,sailing,M
4248,white shark,fishing,M
4249,undef. shark,sailing,M
4250,undef. shark,fishing,M
4251,undef. shark,swimming,M
4252,undef. shark,swimming,M
4253,tiger shark,undef. act,M
4254,undef. shark,fishing,M
4255,white shark,surfing,M
4256,undef. shark,fishing,M
4257,undef. shark,swimming,M
4258,white shark,surfing,M
4259,undef. shark,fishing,M
4261,undef. shark,undef. act,M
4262,tiger shark,undef. act,M
4263,undef. shark,sailing,M
4264,white shark,fishing,M
4265,undef. shark,swimming,M
4266,undef. shark,swimming,M
4267,undef. shark,diving,M
4268,undef. shark,fishing,M
4269,undef. shark,diving,M
4270,undef. shark,undef. act,M
4271,undef. shark,sailing,M
4273,undef. shark,diving,M
4274,undef. shark,undef. act,M
4275,undef. shark,swimming,M
4276,undef. shark,swimming,M
4277,undef. shark,swimming,M
4278,undef. shark,swimming,M
4279,undef. shark,swimming,M
4280,undef. shark,swimming,M
4281,undef. shark,swimming,M
4282,undef. shark,sailing,M
4283,undef. shark,fishing,M
4284,undef. shark,fishing,M
4286,undef. shark,undef. act,M
4287,undef. shark,fishing,M
4288,undef. shark,swimming,M
4289,undef. shark,swimming,M
4290,undef. shark,undef. act,M
4291,white shark,swimming,M
4292,undef. shark,surfing,M
4293,undef. shark,surfing,M
